timestamp_utc,gpu_name,gpu_memory_total_mib,gpu_memory_used_mib,gpu_utilization_pct,gpu_memory_utilization_pct,gpu_temperature_c,gpu_power_w,ram_total_mib,ram_used_mib,ram_available_mib,load_1m,disk_available_gib
2026-08-25T19:31:24+00:00,NVIDIA H200,143771,1283,12,1,32,133.66,76293,2489,73804,1.00,9386,
2026-08-25T19:31:54+00:00,NVIDIA H200,143771,1283,11,1,32,135.54,76293,2490,73803,1.00,9386,
2026-08-25T19:32:24+00:00,NVIDIA H200,143771,1447,11,1,31,135.63,76293,2491,73802,1.10,9386,
2026-08-25T19:32:54+00:00,NVIDIA H200,143771,1447,11,1,31,133.39,76293,2491,73802,1.06,9386,
2026-08-25T19:33:24+00:00,NVIDIA H200,143771,1447,11,1,31,136.69,76293,2491,73802,1.04,9386,
2026-08-25T19:33:54+00:00,NVIDIA H200,143771,1447,11,1,31,134.21,76293,2492,73801,1.02,9386,
2026-08-25T19:34:25+00:00,NVIDIA H200,143771,1447,12,1,32,136.17,76293,2492,73801,1.01,9386,
2026-08-25T19:34:55+00:00,NVIDIA H200,143771,1447,11,1,33,134.09,76293,2493,73800,1.01,9386,
2026-08-25T19:35:25+00:00,NVIDIA H200,143771,1447,12,1,34,135.16,76293,2494,73799,1.00,9386,
2026-08-25T19:35:55+00:00,NVIDIA H200,143771,1447,14,2,35,138.19,76293,2493,73800,1.00,9386,
2026-08-25T19:36:25+00:00,NVIDIA H200,143771,1447,11,1,35,136.74,76293,2494,73799,1.00,9386,
2026-08-25T19:36:55+00:00,NVIDIA H200,143771,1447,12,1,35,140.97,76293,2494,73799,0.94,9386,
2026-08-25T19:37:25+00:00,NVIDIA H200,143771,1449,11,1,36,141.15,76293,2495,73798,0.96,9386,
2026-08-25T19:37:55+00:00,NVIDIA H200,143771,1449,10,1,36,135.46,76293,2505,73788,1.06,9386,
2026-08-25T19:38:26+00:00,NVIDIA H200,143771,1449,11,1,36,137.82,76293,2505,73788,1.04,9386,
2026-08-25T19:38:56+00:00,NVIDIA H200,143771,1449,11,1,36,135.01,76293,2505,73788,1.02,9386,
2026-08-25T19:39:26+00:00,NVIDIA H200,143771,1449,10,1,35,135.94,76293,2506,73787,1.01,9386,
2026-08-25T19:39:56+00:00,NVIDIA H200,143771,1451,11,1,35,137.51,76293,2507,73786,1.01,9386,
2026-08-25T19:40:26+00:00,NVIDIA H200,143771,1451,12,1,35,135.68,76293,2506,73787,1.00,9386,
2026-08-25T19:40:56+00:00,NVIDIA H200,143771,1451,11,1,34,135.90,76293,2506,73787,1.00,9386,
2026-08-25T19:41:26+00:00,NVIDIA H200,143771,1451,11,1,34,136.07,76293,2506,73786,1.00,9386,
2026-08-25T19:41:56+00:00,NVIDIA H200,143771,1451,11,1,34,135.03,76293,2503,73789,1.16,9386,
2026-08-25T19:42:26+00:00,NVIDIA H200,143771,1453,11,1,34,135.95,76293,2505,73788,1.16,9386,
2026-08-25T19:42:57+00:00,NVIDIA H200,143771,1453,10,1,35,135.71,76293,2505,73788,1.10,9386,
2026-08-25T19:43:27+00:00,NVIDIA H200,143771,1453,12,1,35,136.31,76293,2505,73788,1.06,9386,
2026-08-25T19:43:57+00:00,NVIDIA H200,143771,1453,11,1,36,134.73,76293,2502,73791,1.11,9386,
2026-08-25T19:44:27+00:00,NVIDIA H200,143771,1453,12,1,36,135.82,76293,2501,73792,1.07,9386,
2026-08-25T19:44:57+00:00,NVIDIA H200,143771,1455,11,1,36,137.85,76293,2502,73791,1.04,9386,
2026-08-25T19:45:27+00:00,NVIDIA H200,143771,1455,12,1,37,136.65,76293,2502,73791,1.13,9386,
2026-08-25T19:45:57+00:00,NVIDIA H200,143771,1455,12,1,36,135.44,76293,2503,73789,1.08,9386,
2026-08-25T19:46:27+00:00,NVIDIA H200,143771,1455,11,1,35,137.29,76293,2504,73789,1.10,9386,
2026-08-25T19:46:58+00:00,NVIDIA H200,143771,1455,11,1,35,138.40,76293,2504,73789,1.13,9386,
2026-08-25T19:47:28+00:00,NVIDIA H200,143771,1457,11,1,34,135.28,76293,2505,73788,1.02,9386,
2026-08-25T19:47:58+00:00,NVIDIA H200,143771,1457,11,1,34,136.88,76293,2505,73788,1.32,9386,
2026-08-25T19:48:28+00:00,NVIDIA H200,143771,1457,11,1,33,134.90,76293,2505,73788,1.20,9386,
2026-08-25T19:48:58+00:00,NVIDIA H200,143771,1457,12,1,33,136.40,76293,2505,73788,1.35,9386,
2026-08-25T19:49:28+00:00,NVIDIA H200,143771,1457,13,1,33,133.86,76293,2506,73786,1.29,9386,
2026-08-25T19:49:58+00:00,NVIDIA H200,143771,1457,10,1,33,136.32,76293,2507,73786,1.17,9386,
2026-08-25T19:50:28+00:00,NVIDIA H200,143771,1457,11,1,34,135.42,76293,2507,73786,1.10,9386,
2026-08-25T19:50:59+00:00,NVIDIA H200,143771,1457,11,1,34,133.33,76293,2507,73786,1.06,9386,
2026-08-25T19:51:29+00:00,NVIDIA H200,143771,1457,11,1,34,135.70,76293,2507,73786,1.04,9386,
2026-08-25T19:51:59+00:00,NVIDIA H200,143771,1459,11,1,35,136.10,76293,2509,73784,1.09,9386,
2026-08-25T19:52:29+00:00,NVIDIA H200,143771,1459,11,1,34,139.54,76293,2511,73782,1.05,9386,
2026-08-25T19:52:59+00:00,NVIDIA H200,143771,1459,10,1,34,139.00,76293,2511,73782,1.03,9386,
2026-08-25T19:53:29+00:00,NVIDIA H200,143771,1459,11,1,34,134.54,76293,2510,73783,1.02,9386,
2026-08-25T19:53:59+00:00,NVIDIA H200,143771,1459,11,1,34,136.86,76293,2510,73783,1.01,9386,
2026-08-25T19:54:29+00:00,NVIDIA H200,143771,1461,11,1,34,134.96,76293,2511,73782,1.00,9386,
2026-08-25T19:55:00+00:00,NVIDIA H200,143771,1461,12,1,34,136.19,76293,2512,73781,1.11,9386,
2026-08-25T19:55:30+00:00,NVIDIA H200,143771,1461,12,1,35,141.90,76293,2512,73781,1.18,9386,
2026-08-25T19:56:00+00:00,NVIDIA H200,143771,1461,12,1,35,139.24,76293,2514,73779,1.11,9386,
2026-08-25T19:56:30+00:00,NVIDIA H200,143771,1461,10,1,35,135.53,76293,2514,73779,1.07,9386,
2026-08-25T19:57:00+00:00,NVIDIA H200,143771,1463,11,1,35,134.38,76293,2515,73778,1.09,9386,
2026-08-25T19:57:30+00:00,NVIDIA H200,143771,1463,12,1,35,138.71,76293,2514,73779,1.11,9386,
2026-08-25T19:58:00+00:00,NVIDIA H200,143771,1463,11,1,35,138.63,76293,2515,73778,1.07,9386,
2026-08-25T19:58:30+00:00,NVIDIA H200,143771,1463,11,1,36,135.87,76293,2515,73778,1.10,9386,
2026-08-25T19:59:00+00:00,NVIDIA H200,143771,1463,11,1,36,137.78,76293,2514,73779,1.35,9386,
2026-08-25T19:59:31+00:00,NVIDIA H200,143771,1465,11,1,36,136.58,76293,2515,73778,1.21,9386,
2026-08-25T20:00:01+00:00,NVIDIA H200,143771,1465,11,1,36,136.12,76293,2517,73776,1.13,9386,
2026-08-25T20:00:31+00:00,NVIDIA H200,143771,1465,11,1,35,137.05,76293,2517,73776,1.08,9386,
2026-08-25T20:01:01+00:00,NVIDIA H200,143771,1465,11,1,34,135.13,76293,2518,73775,1.05,9386,
2026-08-25T20:01:31+00:00,NVIDIA H200,143771,1465,11,1,33,138.04,76293,2518,73775,1.17,9386,
2026-08-25T20:02:01+00:00,NVIDIA H200,143771,1467,12,1,32,135.08,76293,2519,73774,1.10,9386,
2026-08-25T20:02:31+00:00,NVIDIA H200,143771,1467,11,1,32,137.11,76293,2519,73774,1.06,9386,
2026-08-25T20:03:01+00:00,NVIDIA H200,143771,1467,11,1,31,132.69,76293,2518,73775,1.10,9386,
2026-08-25T20:03:32+00:00,NVIDIA H200,143771,1467,11,1,31,133.86,76293,2520,73773,1.06,9386,
2026-08-25T20:04:02+00:00,NVIDIA H200,143771,1467,11,1,31,133.55,76293,2520,73773,1.03,9386,
2026-08-25T20:04:32+00:00,NVIDIA H200,143771,1469,11,1,32,135.33,76293,2522,73771,1.08,9386,
2026-08-25T20:05:02+00:00,NVIDIA H200,143771,1469,11,1,32,134.52,76293,2520,73773,1.05,9386,
2026-08-25T20:05:32+00:00,NVIDIA H200,143771,1469,11,1,33,138.79,76293,2520,73773,1.03,9386,
2026-08-25T20:06:02+00:00,NVIDIA H200,143771,1469,11,1,34,137.02,76293,2522,73771,1.02,9386,
2026-08-25T20:06:32+00:00,NVIDIA H200,143771,1469,11,1,34,137.56,76293,2522,73771,1.01,9386,
2026-08-25T20:07:02+00:00,NVIDIA H200,143771,1471,11,1,35,135.15,76293,2523,73770,1.00,9386,
2026-08-25T20:07:33+00:00,NVIDIA H200,143771,1471,11,1,35,132.09,76293,2523,73770,1.00,9386,
2026-08-25T20:08:03+00:00,NVIDIA H200,143771,1471,11,1,36,136.13,76293,2525,73768,0.93,9386,
2026-08-25T20:08:33+00:00,NVIDIA H200,143771,1471,11,1,36,136.90,76293,2524,73769,0.96,9386,
2026-08-25T20:09:03+00:00,NVIDIA H200,143771,1471,12,1,36,135.82,76293,2524,73769,1.03,9386,
2026-08-25T20:09:33+00:00,NVIDIA H200,143771,1473,11,1,36,136.10,76293,2524,73769,1.19,9386,
2026-08-25T20:10:03+00:00,NVIDIA H200,143771,1473,11,1,36,135.95,76293,2526,73767,1.32,9386,
2026-08-25T20:10:33+00:00,NVIDIA H200,143771,1473,11,1,35,135.06,76293,2526,73767,1.23,9386,
2026-08-25T20:11:03+00:00,NVIDIA H200,143771,1473,11,1,35,136.35,76293,2526,73767,1.14,9386,
2026-08-25T20:11:34+00:00,NVIDIA H200,143771,1473,12,1,34,136.09,76293,2527,73766,1.08,9386,
2026-08-25T20:12:04+00:00,NVIDIA H200,143771,1475,11,1,34,137.43,76293,2528,73765,1.05,9386,
2026-08-25T20:12:34+00:00,NVIDIA H200,143771,1475,11,1,34,138.44,76293,2527,73766,1.03,9386,
2026-08-25T20:13:04+00:00,NVIDIA H200,143771,1475,11,1,34,133.70,76293,2528,73765,1.02,9386,
2026-08-25T20:13:34+00:00,NVIDIA H200,143771,1475,11,1,34,136.88,76293,2529,73764,0.95,9386,
2026-08-25T20:14:04+00:00,NVIDIA H200,143771,1475,11,1,35,135.06,76293,2530,73763,0.90,9386,
2026-08-25T20:14:34+00:00,NVIDIA H200,143771,1475,11,1,35,137.34,76293,2531,73762,0.94,9386,
2026-08-25T20:15:04+00:00,NVIDIA H200,143771,1475,11,1,36,137.91,76293,2530,73763,0.97,9386,
2026-08-25T20:15:35+00:00,NVIDIA H200,143771,1475,12,1,36,138.15,76293,2531,73762,0.98,9386,
2026-08-25T20:16:05+00:00,NVIDIA H200,143771,1475,11,1,36,137.08,76293,2532,73761,1.04,9386,
2026-08-25T20:16:35+00:00,NVIDIA H200,143771,1477,11,1,37,136.34,76293,2532,73761,1.03,9386,
2026-08-25T20:17:05+00:00,NVIDIA H200,143771,1477,11,1,37,137.23,76293,2532,73761,1.01,9386,
2026-08-25T20:17:35+00:00,NVIDIA H200,143771,1477,11,1,35,135.07,76293,2533,73760,1.08,9386,
2026-08-25T20:18:05+00:00,NVIDIA H200,143771,1477,11,1,33,137.54,76293,2534,73759,1.10,9386,
2026-08-25T20:18:35+00:00,NVIDIA H200,143771,1477,11,1,31,132.85,76293,2534,73759,1.06,9386,
2026-08-25T20:19:05+00:00,NVIDIA H200,143771,1479,11,1,30,134.88,76293,2533,73760,1.04,9386,
2026-08-25T20:19:36+00:00,NVIDIA H200,143771,1479,11,1,28,134.43,76293,2535,73758,1.02,9386,
2026-08-25T20:20:06+00:00,NVIDIA H200,143771,1479,11,1,27,131.94,76293,2534,73759,1.01,9386,
2026-08-25T20:20:36+00:00,NVIDIA H200,143771,1479,11,1,26,131.65,76293,2534,73759,1.01,9386,
2026-08-25T20:21:06+00:00,NVIDIA H200,143771,1479,11,1,26,131.47,76293,2535,73758,1.00,9386,
2026-08-25T20:21:36+00:00,NVIDIA H200,143771,1481,11,1,26,133.29,76293,2536,73757,1.00,9386,
2026-08-25T20:22:06+00:00,NVIDIA H200,143771,1481,11,1,27,131.88,76293,2538,73755,1.00,9386,
2026-08-25T20:22:36+00:00,NVIDIA H200,143771,1481,11,1,28,133.05,76293,2539,73754,1.00,9386,
2026-08-25T20:23:06+00:00,NVIDIA H200,143771,1481,10,1,29,132.32,76293,2538,73755,1.00,9386,
2026-08-25T20:23:37+00:00,NVIDIA H200,143771,1481,10,1,30,130.68,76293,2538,73755,1.00,9386,
2026-08-25T20:24:07+00:00,NVIDIA H200,143771,1483,11,1,31,134.51,76293,2539,73754,1.00,9386,
2026-08-25T20:24:37+00:00,NVIDIA H200,143771,1483,11,1,31,134.55,76293,2539,73753,1.00,9386,
2026-08-25T20:25:07+00:00,NVIDIA H200,143771,1483,11,1,32,135.57,76293,2539,73754,1.00,9386,
2026-08-25T20:25:37+00:00,NVIDIA H200,143771,1483,11,1,33,135.14,76293,2539,73754,1.00,9386,
2026-08-25T20:26:07+00:00,NVIDIA H200,143771,1483,11,1,34,135.03,76293,2541,73752,1.00,9386,
2026-08-25T20:26:37+00:00,NVIDIA H200,143771,1485,11,1,34,136.50,76293,2541,73752,0.92,9386,
2026-08-25T20:27:07+00:00,NVIDIA H200,143771,1485,10,1,35,135.68,76293,2542,73751,0.95,9386,
2026-08-25T20:27:38+00:00,NVIDIA H200,143771,1485,11,1,35,133.81,76293,2542,73751,1.04,9386,
2026-08-25T20:28:08+00:00,NVIDIA H200,143771,1485,11,1,35,134.76,76293,2542,73751,1.02,9386,
2026-08-25T20:28:38+00:00,NVIDIA H200,143771,1485,10,1,34,136.73,76293,2543,73750,1.01,9386,
2026-08-25T20:29:08+00:00,NVIDIA H200,143771,1487,11,1,34,135.28,76293,2544,73749,1.01,9386,
2026-08-25T20:29:38+00:00,NVIDIA H200,143771,1487,11,1,34,135.25,76293,2544,73749,1.07,9386,
2026-08-25T20:30:08+00:00,NVIDIA H200,143771,1487,11,1,34,134.20,76293,2545,73748,1.19,9386,
2026-08-25T20:30:38+00:00,NVIDIA H200,143771,1487,11,1,33,136.85,76293,2543,73750,1.11,9386,
2026-08-25T20:31:08+00:00,NVIDIA H200,143771,1487,11,1,34,136.17,76293,2544,73749,1.07,9386,
2026-08-25T20:31:38+00:00,NVIDIA H200,143771,1487,24,1,34,136.53,76293,2537,73756,1.18,9386,
2026-08-25T20:32:09+00:00,NVIDIA H200,143771,913,24,1,34,135.38,76293,2539,73754,1.11,9386,
2026-08-25T20:32:39+00:00,NVIDIA H200,143771,913,24,1,35,137.97,76293,2538,73755,1.07,9386,
2026-08-25T20:33:09+00:00,NVIDIA H200,143771,913,24,1,36,137.95,76293,2538,73755,1.04,9386,
2026-08-25T20:33:39+00:00,NVIDIA H200,143771,913,23,1,36,140.32,76293,2538,73755,1.02,9386,
2026-08-25T20:34:09+00:00,NVIDIA H200,143771,913,23,1,36,140.96,76293,2538,73755,1.01,9386,
2026-08-25T20:34:39+00:00,NVIDIA H200,143771,913,24,1,37,140.23,76293,2537,73756,1.01,9386,
2026-08-25T20:35:09+00:00,NVIDIA H200,143771,913,24,1,36,139.25,76293,2537,73756,1.00,9386,
2026-08-25T20:35:39+00:00,NVIDIA H200,143771,913,24,1,35,140.47,76293,2538,73755,1.00,9386,
2026-08-25T20:36:10+00:00,NVIDIA H200,143771,913,24,1,34,136.28,76293,2539,73754,0.94,9386,
2026-08-25T20:36:40+00:00,NVIDIA H200,143771,913,23,1,33,136.55,76293,2539,73754,0.89,9386,
2026-08-25T20:37:10+00:00,NVIDIA H200,143771,913,20,0,32,135.95,76293,2539,73754,0.93,9386,
2026-08-25T20:37:40+00:00,NVIDIA H200,143771,913,24,1,32,137.88,76293,2538,73755,0.96,9386,
2026-08-25T20:38:10+00:00,NVIDIA H200,143771,913,24,1,31,136.50,76293,2539,73754,0.98,9386,
2026-08-25T20:38:40+00:00,NVIDIA H200,143771,913,25,1,31,136.19,76293,2538,73755,0.99,9386,
2026-08-25T20:39:10+00:00,NVIDIA H200,143771,913,24,1,31,137.38,76293,2538,73755,0.99,9386,
2026-08-25T20:39:40+00:00,NVIDIA H200,143771,913,24,1,32,137.16,76293,2538,73755,1.00,9386,
2026-08-25T20:40:11+00:00,NVIDIA H200,143771,913,24,1,32,138.04,76293,2539,73754,0.93,9386,
2026-08-25T20:40:41+00:00,NVIDIA H200,143771,913,23,1,33,137.71,76293,2538,73755,0.96,9386,
2026-08-25T20:41:11+00:00,NVIDIA H200,143771,913,24,1,34,137.93,76293,2537,73756,0.97,9386,
2026-08-25T20:41:41+00:00,NVIDIA H200,143771,913,25,1,35,138.07,76293,2540,73753,0.99,9386,
2026-08-25T20:42:11+00:00,NVIDIA H200,143771,913,24,1,35,138.59,76293,2541,73752,0.99,9386,
2026-08-25T20:42:41+00:00,NVIDIA H200,143771,913,25,1,36,139.02,76293,2539,73754,1.00,9386,
2026-08-25T20:43:11+00:00,NVIDIA H200,143771,913,24,1,36,139.34,76293,2539,73754,1.00,9386,
2026-08-25T20:43:41+00:00,NVIDIA H200,143771,913,22,1,36,138.71,76293,2539,73754,0.93,9386,
2026-08-25T20:44:12+00:00,NVIDIA H200,143771,913,23,1,36,137.77,76293,2540,73753,1.01,9386,
2026-08-25T20:44:42+00:00,NVIDIA H200,143771,913,23,1,36,136.97,76293,2540,73753,1.00,9386,
2026-08-25T20:45:12+00:00,NVIDIA H200,143771,913,25,1,36,139.24,76293,2541,73752,1.00,9386,
2026-08-25T20:45:42+00:00,NVIDIA H200,143771,913,25,1,36,140.03,76293,2540,73753,1.00,9386,
2026-08-25T20:46:12+00:00,NVIDIA H200,143771,913,23,1,35,137.94,76293,2541,73752,1.00,9386,
2026-08-25T20:46:42+00:00,NVIDIA H200,143771,913,24,1,35,138.46,76293,2540,73753,1.12,9386,
2026-08-25T20:47:12+00:00,NVIDIA H200,143771,913,24,1,35,137.30,76293,2540,73753,1.02,9386,
2026-08-25T20:47:42+00:00,NVIDIA H200,143771,913,24,1,35,139.07,76293,2540,73753,1.06,9386,
2026-08-25T20:48:13+00:00,NVIDIA H200,143771,913,24,1,35,137.62,76293,2540,73753,1.04,9386,
2026-08-25T20:48:43+00:00,NVIDIA H200,143771,913,24,1,35,138.88,76293,2540,73753,1.09,9386,
2026-08-25T20:49:13+00:00,NVIDIA H200,143771,913,24,1,35,137.82,76293,2540,73753,0.99,9386,
2026-08-25T20:49:43+00:00,NVIDIA H200,143771,913,25,1,36,140.52,76293,2540,73753,0.92,9386,
2026-08-25T20:50:13+00:00,NVIDIA H200,143771,913,24,1,36,138.74,76293,2540,73753,0.95,9386,
2026-08-25T20:50:43+00:00,NVIDIA H200,143771,913,25,1,36,138.69,76293,2539,73754,0.91,9386,
2026-08-25T20:51:13+00:00,NVIDIA H200,143771,913,24,1,37,138.96,76293,2540,73753,0.95,9386,
2026-08-25T20:51:43+00:00,NVIDIA H200,143771,913,24,1,36,140.51,76293,2540,73753,0.97,9386,
2026-08-25T20:52:13+00:00,NVIDIA H200,143771,913,24,1,35,140.11,76293,2540,73753,0.98,9386,
2026-08-25T20:52:44+00:00,NVIDIA H200,143771,913,25,1,35,139.30,76293,2539,73754,1.06,9386,
2026-08-25T20:53:14+00:00,NVIDIA H200,143771,913,24,1,34,137.27,76293,2538,73755,1.11,9386,
2026-08-25T20:53:44+00:00,NVIDIA H200,143771,913,23,1,34,138.22,76293,2540,73753,1.07,9386,
2026-08-25T20:54:14+00:00,NVIDIA H200,143771,913,25,1,33,138.47,76293,2540,73752,1.04,9386,
2026-08-25T20:54:44+00:00,NVIDIA H200,143771,913,24,1,33,136.10,76293,2541,73752,1.02,9386,
2026-08-25T20:55:14+00:00,NVIDIA H200,143771,913,24,1,33,137.27,76293,2541,73752,1.01,9386,
2026-08-25T20:55:44+00:00,NVIDIA H200,143771,913,24,1,33,136.91,76293,2541,73752,1.01,9386,
2026-08-25T20:56:14+00:00,NVIDIA H200,143771,915,24,1,34,138.13,76293,2541,73752,1.00,9386,
2026-08-25T20:56:45+00:00,NVIDIA H200,143771,5291,77,42,45,521.61,76293,2513,73780,1.22,9386,
2026-08-25T20:57:15+00:00,NVIDIA H200,143771,5291,79,43,54,538.90,76293,2511,73782,1.13,9386,
2026-08-25T20:57:45+00:00,NVIDIA H200,143771,5291,80,43,55,543.35,76293,2512,73781,1.08,9386,
2026-08-25T20:58:15+00:00,NVIDIA H200,143771,5291,77,42,55,545.68,76293,2513,73780,1.05,9386,
2026-08-25T20:58:45+00:00,NVIDIA H200,143771,5291,80,43,55,540.73,76293,2514,73779,1.03,9386,
2026-08-25T20:59:15+00:00,NVIDIA H200,143771,5291,82,45,55,546.60,76293,2513,73780,1.02,9386,
2026-08-25T20:59:45+00:00,NVIDIA H200,143771,5291,79,43,55,549.46,76293,2513,73780,1.01,9386,
2026-08-25T21:00:15+00:00,NVIDIA H200,143771,5291,79,43,55,545.80,76293,2513,73779,1.08,9386,
2026-08-25T21:00:46+00:00,NVIDIA H200,143771,5291,80,43,54,546.05,76293,2514,73779,1.05,9386,
2026-08-25T21:01:16+00:00,NVIDIA H200,143771,5291,78,42,55,542.48,76293,2513,73780,0.98,9386,
2026-08-25T21:01:46+00:00,NVIDIA H200,143771,5291,79,43,54,550.72,76293,2513,73780,0.99,9386,
2026-08-25T21:02:16+00:00,NVIDIA H200,143771,5721,84,46,57,562.70,76293,2513,73780,0.99,9386,
2026-08-25T21:02:46+00:00,NVIDIA H200,143771,5721,82,44,57,545.63,76293,2514,73779,1.00,9386,
2026-08-25T21:03:16+00:00,NVIDIA H200,143771,5721,77,42,56,544.80,76293,2514,73779,1.00,9386,
2026-08-25T21:03:46+00:00,NVIDIA H200,143771,5721,80,43,57,541.91,76293,2513,73780,1.00,9386,
2026-08-25T21:04:16+00:00,NVIDIA H200,143771,5721,82,45,57,545.32,76293,2513,73780,1.00,9386,
2026-08-25T21:04:47+00:00,NVIDIA H200,143771,5721,76,41,57,531.52,76293,2514,73779,1.00,9386,
2026-08-25T21:05:17+00:00,NVIDIA H200,143771,5721,78,42,57,521.80,76293,2513,73780,1.08,9386,
2026-08-25T21:05:47+00:00,NVIDIA H200,143771,5721,81,44,54,540.50,76293,2513,73780,1.05,9386,
2026-08-25T21:06:17+00:00,NVIDIA H200,143771,5721,82,45,51,544.72,76293,2513,73780,1.09,9386,
2026-08-25T21:06:47+00:00,NVIDIA H200,143771,5721,80,44,50,545.28,76293,2513,73780,1.13,9386,
2026-08-25T21:07:17+00:00,NVIDIA H200,143771,6275,82,44,49,547.32,76293,2513,73780,1.08,9386,
2026-08-25T21:07:47+00:00,NVIDIA H200,143771,6275,81,44,49,541.81,76293,2513,73780,1.04,9386,
2026-08-25T21:08:17+00:00,NVIDIA H200,143771,6275,82,44,48,520.89,76293,2514,73779,1.03,9386,
2026-08-25T21:08:48+00:00,NVIDIA H200,143771,6275,79,43,48,530.73,76293,2514,73779,1.01,9386,
2026-08-25T21:09:18+00:00,NVIDIA H200,143771,6275,82,45,47,536.16,76293,2513,73780,1.01,9386,
2026-08-25T21:09:48+00:00,NVIDIA H200,143771,6275,84,46,49,542.80,76293,2516,73777,1.00,9386,
2026-08-25T21:10:18+00:00,NVIDIA H200,143771,6275,78,42,50,534.75,76293,2515,73778,0.95,9386,
2026-08-25T21:10:48+00:00,NVIDIA H200,143771,6275,79,43,52,539.29,76293,2516,73777,0.92,9386,
2026-08-25T21:11:18+00:00,NVIDIA H200,143771,6275,79,43,53,533.68,76293,2514,73779,0.95,9386,
2026-08-25T21:11:48+00:00,NVIDIA H200,143771,6275,82,45,54,543.09,76293,2514,73779,0.97,9386,
2026-08-25T21:12:18+00:00,NVIDIA H200,143771,6275,81,44,55,536.63,76293,2514,73779,0.98,9386,
2026-08-25T21:12:49+00:00,NVIDIA H200,143771,6585,80,43,55,546.27,76293,2514,73779,0.99,9386,
2026-08-25T21:13:19+00:00,NVIDIA H200,143771,6585,81,44,55,539.66,76293,2514,73779,1.08,9386,
2026-08-25T21:13:49+00:00,NVIDIA H200,143771,6585,78,42,55,514.85,76293,2516,73777,1.04,9386,
2026-08-25T21:14:19+00:00,NVIDIA H200,143771,6585,81,44,56,547.75,76293,2516,73777,1.03,9386,
2026-08-25T21:14:49+00:00,NVIDIA H200,143771,6585,82,45,56,557.09,76293,2514,73779,1.09,9386,
2026-08-25T21:15:19+00:00,NVIDIA H200,143771,6585,80,43,56,536.29,76293,2513,73780,1.06,9386,
2026-08-25T21:15:49+00:00,NVIDIA H200,143771,6585,80,43,56,547.14,76293,2513,73780,1.03,9386,
2026-08-25T21:16:19+00:00,NVIDIA H200,143771,6585,83,45,55,540.63,76293,2514,73779,1.02,9386,
2026-08-25T21:16:50+00:00,NVIDIA H200,143771,6585,83,45,54,549.12,76293,2514,73779,1.01,9386,
2026-08-25T21:17:20+00:00,NVIDIA H200,143771,6585,79,43,54,544.60,76293,2514,73779,1.00,9386,
2026-08-25T21:17:50+00:00,NVIDIA H200,143771,6585,79,43,54,545.36,76293,2513,73780,1.00,9386,
2026-08-25T21:18:20+00:00,NVIDIA H200,143771,7005,84,46,54,530.65,76293,2515,73778,1.08,9386,
2026-08-25T21:18:50+00:00,NVIDIA H200,143771,7005,78,43,54,545.24,76293,2515,73778,1.02,9386,
2026-08-25T21:19:20+00:00,NVIDIA H200,143771,7005,83,45,54,539.52,76293,2514,73779,0.96,9386,
2026-08-25T21:19:50+00:00,NVIDIA H200,143771,7005,76,41,54,534.37,76293,2514,73779,1.03,9386,
2026-08-25T21:20:20+00:00,NVIDIA H200,143771,7005,81,44,55,544.09,76293,2514,73779,1.02,9386,
2026-08-25T21:20:51+00:00,NVIDIA H200,143771,7005,76,41,55,525.82,76293,2514,73779,1.01,9386,
2026-08-25T21:21:21+00:00,NVIDIA H200,143771,7005,82,45,56,537.23,76293,2514,73779,1.00,9386,
2026-08-25T21:21:51+00:00,NVIDIA H200,143771,7005,80,43,57,544.78,76293,2515,73778,1.00,9386,
2026-08-25T21:22:21+00:00,NVIDIA H200,143771,7005,79,43,57,537.67,76293,2515,73778,1.00,9386,
2026-08-25T21:22:51+00:00,NVIDIA H200,143771,7005,77,42,56,514.98,76293,2514,73778,1.00,9386,
2026-08-25T21:23:21+00:00,NVIDIA H200,143771,7427,80,43,57,550.44,76293,2513,73780,1.13,9386,
2026-08-25T21:23:51+00:00,NVIDIA H200,143771,7427,82,44,57,545.31,76293,2514,73779,1.08,9386,
2026-08-25T21:24:21+00:00,NVIDIA H200,143771,7427,79,43,57,533.33,76293,2514,73779,1.04,9386,
2026-08-25T21:24:52+00:00,NVIDIA H200,143771,7427,79,43,55,539.22,76293,2514,73779,1.03,9386,
2026-08-25T21:25:22+00:00,NVIDIA H200,143771,7427,80,43,53,538.08,76293,2513,73780,1.01,9386,
2026-08-25T21:25:52+00:00,NVIDIA H200,143771,7427,79,43,53,535.36,76293,2514,73779,1.01,9386,
2026-08-25T21:26:22+00:00,NVIDIA H200,143771,7427,80,43,51,538.13,76293,2514,73779,1.00,9386,
2026-08-25T21:26:52+00:00,NVIDIA H200,143771,7427,81,44,51,526.65,76293,2513,73779,1.00,9386,
2026-08-25T21:27:22+00:00,NVIDIA H200,143771,7427,82,45,51,520.78,76293,2514,73779,1.00,9386,
2026-08-25T21:27:52+00:00,NVIDIA H200,143771,7427,80,44,50,533.18,76293,2514,73779,1.00,9386,
2026-08-25T21:28:22+00:00,NVIDIA H200,143771,7427,79,43,50,516.74,76293,2514,73779,1.00,9386,
2026-08-25T21:28:52+00:00,NVIDIA H200,143771,7845,81,44,52,531.51,76293,2513,73780,1.00,9386,
2026-08-25T21:29:23+00:00,NVIDIA H200,143771,7845,83,45,53,521.97,76293,2514,73779,1.00,9386,
