timestamp_utc,gpu_name,gpu_memory_total_mib,gpu_memory_used_mib,gpu_utilization_pct,gpu_memory_utilization_pct,gpu_temperature_c,gpu_power_w,ram_total_mib,ram_used_mib,ram_available_mib,load_1m,disk_available_gib
2026-08-25T12:36:41+00:00,NVIDIA H200,143771,0,15,0,26,118.69,76293,4247,72046,1.17,9386,
2026-08-25T12:37:14+00:00,NVIDIA H200,143771,1239,11,1,26,131.74,76293,5689,70604,1.29,9386,
2026-08-25T12:37:44+00:00,NVIDIA H200,143771,1239,11,1,27,134.54,76293,5694,70599,1.24,9386,
2026-08-25T12:38:14+00:00,NVIDIA H200,143771,1239,11,1,27,132.22,76293,5727,70566,1.15,9386,
2026-08-25T12:38:44+00:00,NVIDIA H200,143771,1239,11,1,28,131.43,76293,5731,70562,1.30,9386,
2026-08-25T12:39:15+00:00,NVIDIA H200,143771,1239,11,1,29,131.68,76293,5746,70547,1.25,9386,
2026-08-25T12:39:45+00:00,NVIDIA H200,143771,1239,11,1,30,135.56,76293,5756,70537,1.15,9386,
2026-08-25T12:40:15+00:00,NVIDIA H200,143771,1239,11,1,31,135.26,76293,5694,70599,1.09,9386,
2026-08-25T12:40:45+00:00,NVIDIA H200,143771,1239,11,1,32,137.06,76293,5720,70573,1.11,9386,
2026-08-25T12:41:15+00:00,NVIDIA H200,143771,1239,11,1,33,136.44,76293,5745,70548,1.16,9386,
2026-08-25T12:41:45+00:00,NVIDIA H200,143771,1239,12,1,33,143.19,76293,5820,70473,1.34,9386,
2026-08-25T12:42:15+00:00,NVIDIA H200,143771,1239,10,1,34,133.79,76293,5833,70460,1.14,9386,
2026-08-25T12:42:45+00:00,NVIDIA H200,143771,1239,12,1,34,135.48,76293,5843,70450,1.09,9386,
2026-08-25T12:43:15+00:00,NVIDIA H200,143771,1239,12,1,35,138.42,76293,5855,70438,1.11,9386,
2026-08-25T12:43:46+00:00,NVIDIA H200,143771,1239,12,1,36,138.62,76293,5845,70448,1.06,9386,
2026-08-25T12:44:16+00:00,NVIDIA H200,143771,1241,11,1,36,137.32,76293,5844,70449,0.97,9386,
2026-08-25T12:44:46+00:00,NVIDIA H200,143771,1241,11,1,35,137.88,76293,5846,70447,0.98,9386,
2026-08-25T12:45:16+00:00,NVIDIA H200,143771,1241,11,1,35,138.15,76293,5846,70447,0.93,9386,
2026-08-25T12:45:46+00:00,NVIDIA H200,143771,1241,10,1,35,137.30,76293,5842,70451,0.96,9386,
2026-08-25T12:46:16+00:00,NVIDIA H200,143771,1241,10,1,35,135.40,76293,5862,70431,0.97,9386,
2026-08-25T12:46:46+00:00,NVIDIA H200,143771,1241,11,1,35,137.00,76293,5857,70436,1.32,9386,
2026-08-25T12:47:16+00:00,NVIDIA H200,143771,1241,10,1,34,135.32,76293,5850,70443,1.43,9386,
2026-08-25T12:47:47+00:00,NVIDIA H200,143771,1243,11,1,34,136.77,76293,5850,70443,1.45,9386,
2026-08-25T12:48:17+00:00,NVIDIA H200,143771,1243,10,1,35,135.00,76293,5867,70426,1.27,9386,
2026-08-25T12:48:47+00:00,NVIDIA H200,143771,1243,10,1,35,135.93,76293,5858,70435,1.16,9386,
2026-08-25T12:49:17+00:00,NVIDIA H200,143771,1243,11,1,36,132.60,76293,5850,70443,1.60,9386,
2026-08-25T12:49:47+00:00,NVIDIA H200,143771,1243,11,1,36,135.73,76293,5855,70438,1.43,9386,
2026-08-25T12:50:17+00:00,NVIDIA H200,143771,1243,11,1,37,137.34,76293,5855,70438,1.33,9386,
2026-08-25T12:50:47+00:00,NVIDIA H200,143771,1243,12,1,36,135.94,76293,5855,70437,1.20,9386,
2026-08-25T12:51:17+00:00,NVIDIA H200,143771,1243,12,1,36,136.16,76293,5862,70431,1.20,9386,
2026-08-25T12:51:47+00:00,NVIDIA H200,143771,1245,11,1,35,134.55,76293,5959,70334,1.42,9386,
2026-08-25T12:52:18+00:00,NVIDIA H200,143771,1245,13,1,35,136.57,76293,5947,70346,2.51,9386,
2026-08-25T12:52:48+00:00,NVIDIA H200,143771,1245,11,1,34,134.98,76293,5948,70344,1.98,9386,
2026-08-25T12:53:18+00:00,NVIDIA H200,143771,1245,11,1,34,136.24,76293,5949,70344,1.65,9386,
2026-08-25T12:53:48+00:00,NVIDIA H200,143771,1245,10,1,34,134.86,76293,5955,70338,1.39,9386,
2026-08-25T12:54:18+00:00,NVIDIA H200,143771,1245,10,1,33,135.78,76293,5809,70484,1.65,9386,
2026-08-25T12:54:48+00:00,NVIDIA H200,143771,1245,11,1,34,136.31,76293,5810,70483,1.39,9386,
2026-08-25T12:55:18+00:00,NVIDIA H200,143771,905,28,1,34,139.57,76293,6129,70164,1.38,9386,
2026-08-25T12:55:48+00:00,NVIDIA H200,143771,905,23,1,35,137.46,76293,6169,70124,1.21,9386,
2026-08-25T12:56:19+00:00,NVIDIA H200,143771,905,24,1,35,139.06,76293,6037,70256,1.35,9386,
2026-08-25T12:56:49+00:00,NVIDIA H200,143771,905,22,1,35,144.94,76293,6037,70256,1.15,9386,
2026-08-25T12:57:19+00:00,NVIDIA H200,143771,905,20,0,35,136.68,76293,6038,70255,1.09,9386,
2026-08-25T12:57:49+00:00,NVIDIA H200,143771,905,24,1,35,140.42,76293,6054,70239,1.05,9386,
2026-08-25T12:58:19+00:00,NVIDIA H200,143771,905,24,1,35,138.90,76293,6055,70238,1.03,9386,
2026-08-25T12:58:49+00:00,NVIDIA H200,143771,905,24,1,35,137.23,76293,6063,70230,1.02,9386,
2026-08-25T12:59:19+00:00,NVIDIA H200,143771,905,21,1,35,134.29,76293,6062,70231,1.01,9386,
2026-08-25T12:59:49+00:00,NVIDIA H200,143771,5479,77,42,45,509.94,76293,6096,70197,1.00,9386,
2026-08-25T13:00:19+00:00,NVIDIA H200,143771,5479,77,42,54,540.08,76293,6096,70197,1.08,9386,
2026-08-25T13:00:50+00:00,NVIDIA H200,143771,5479,81,44,56,547.65,76293,6096,70197,1.05,9386,
2026-08-25T13:01:20+00:00,NVIDIA H200,143771,5479,82,45,55,551.45,76293,6096,70197,1.03,9386,
2026-08-25T13:01:50+00:00,NVIDIA H200,143771,5479,82,45,53,530.72,76293,6096,70197,1.02,9386,
2026-08-25T13:02:20+00:00,NVIDIA H200,143771,5479,80,44,52,521.63,76293,6100,70193,1.01,9386,
2026-08-25T13:02:50+00:00,NVIDIA H200,143771,5479,82,45,50,537.58,76293,6096,70197,1.00,9386,
2026-08-25T13:03:20+00:00,NVIDIA H200,143771,5479,78,42,49,524.28,76293,6098,70195,1.00,9386,
2026-08-25T13:03:50+00:00,NVIDIA H200,143771,5479,82,45,50,536.14,76293,6105,70188,1.06,9386,
2026-08-25T13:04:20+00:00,NVIDIA H200,143771,5479,82,44,50,534.40,76293,6122,70171,1.40,9386,
2026-08-25T13:04:51+00:00,NVIDIA H200,143771,5479,84,46,49,537.15,76293,6151,70142,1.31,9386,
2026-08-25T13:05:21+00:00,NVIDIA H200,143771,5479,81,44,50,550.42,76293,6173,70120,1.35,9386,
2026-08-25T13:05:51+00:00,NVIDIA H200,143771,5479,81,44,51,539.24,76293,6177,70116,1.28,9386,
2026-08-25T13:06:21+00:00,NVIDIA H200,143771,5479,66,36,49,437.23,76293,6237,70056,1.71,9386,
2026-08-25T13:06:51+00:00,NVIDIA H200,143771,5479,80,43,52,538.61,76293,3186,73107,1.43,9386,
2026-08-25T13:07:21+00:00,NVIDIA H200,143771,5479,78,42,53,537.50,76293,3186,73107,1.26,9386,
2026-08-25T13:07:51+00:00,NVIDIA H200,143771,5759,83,45,53,541.34,76293,3186,73107,1.16,9386,
2026-08-25T13:08:21+00:00,NVIDIA H200,143771,5759,81,44,54,547.44,76293,3187,73106,1.17,9386,
2026-08-25T13:08:52+00:00,NVIDIA H200,143771,5759,82,44,55,550.61,76293,3187,73106,1.10,9386,
2026-08-25T13:09:22+00:00,NVIDIA H200,143771,5759,82,45,55,537.76,76293,3186,73107,1.14,9386,
2026-08-25T13:09:52+00:00,NVIDIA H200,143771,5759,76,41,55,533.69,76293,3187,73106,1.08,9386,
2026-08-25T13:10:22+00:00,NVIDIA H200,143771,5759,80,43,55,530.24,76293,3187,73106,1.05,9386,
2026-08-25T13:10:52+00:00,NVIDIA H200,143771,5759,84,45,56,537.85,76293,3188,73105,1.03,9386,
2026-08-25T13:11:22+00:00,NVIDIA H200,143771,5759,77,42,56,532.30,76293,3187,73106,1.02,9386,
2026-08-25T13:11:52+00:00,NVIDIA H200,143771,5759,78,42,57,531.12,76293,2657,73636,1.01,9386,
2026-08-25T13:12:22+00:00,NVIDIA H200,143771,5759,81,44,57,536.29,76293,2658,73635,1.00,9386,
2026-08-25T13:12:53+00:00,NVIDIA H200,143771,5759,80,44,56,543.93,76293,2658,73635,1.00,9386,
2026-08-25T13:13:23+00:00,NVIDIA H200,143771,5759,78,43,56,537.08,76293,2658,73635,1.00,9386,
2026-08-25T13:13:53+00:00,NVIDIA H200,143771,5759,82,44,56,573.54,76293,2659,73634,1.00,9386,
2026-08-25T13:14:23+00:00,NVIDIA H200,143771,5759,80,43,56,545.81,76293,2659,73634,1.00,9386,
2026-08-25T13:14:53+00:00,NVIDIA H200,143771,5759,78,42,55,527.91,76293,2659,73634,1.00,9386,
2026-08-25T13:15:23+00:00,NVIDIA H200,143771,6201,78,43,55,538.09,76293,2658,73635,1.00,9386,
2026-08-25T13:15:53+00:00,NVIDIA H200,143771,6201,81,44,55,544.27,76293,2658,73635,1.08,9386,
2026-08-25T13:16:23+00:00,NVIDIA H200,143771,6201,79,43,56,542.71,76293,2658,73635,1.05,9386,
2026-08-25T13:16:54+00:00,NVIDIA H200,143771,6201,80,43,56,544.04,76293,2658,73635,1.03,9386,
2026-08-25T13:17:24+00:00,NVIDIA H200,143771,6201,77,42,56,538.02,76293,2658,73635,1.02,9386,
2026-08-25T13:17:54+00:00,NVIDIA H200,143771,6201,79,43,57,535.88,76293,2659,73634,1.01,9386,
2026-08-25T13:18:24+00:00,NVIDIA H200,143771,6201,84,46,57,550.46,76293,2659,73634,1.00,9386,
2026-08-25T13:18:54+00:00,NVIDIA H200,143771,6201,82,45,57,539.71,76293,2659,73634,1.05,9386,
2026-08-25T13:19:24+00:00,NVIDIA H200,143771,6201,80,44,56,541.83,76293,2659,73634,1.03,9386,
2026-08-25T13:19:54+00:00,NVIDIA H200,143771,6201,65,35,53,517.00,76293,2659,73634,1.02,9386,
2026-08-25T13:20:24+00:00,NVIDIA H200,143771,6201,82,45,54,538.98,76293,2660,73633,1.01,9386,
2026-08-25T13:20:54+00:00,NVIDIA H200,143771,6201,80,44,53,547.28,76293,2663,73630,1.00,9386,
2026-08-25T13:21:25+00:00,NVIDIA H200,143771,6201,82,45,53,556.16,76293,2664,73629,1.20,9386,
2026-08-25T13:21:55+00:00,NVIDIA H200,143771,6201,79,43,53,528.88,76293,2662,73631,1.12,9386,
2026-08-25T13:22:25+00:00,NVIDIA H200,143771,6201,83,45,53,541.02,76293,2663,73630,1.07,9386,
2026-08-25T13:22:55+00:00,NVIDIA H200,143771,6569,83,45,53,539.23,76293,2663,73630,1.04,9386,
2026-08-25T13:23:25+00:00,NVIDIA H200,143771,6569,80,44,54,553.63,76293,2663,73630,1.17,9386,
2026-08-25T13:23:55+00:00,NVIDIA H200,143771,6569,79,43,55,540.25,76293,2666,73627,1.11,9386,
2026-08-25T13:24:25+00:00,NVIDIA H200,143771,6569,82,45,54,529.10,76293,2666,73627,1.07,9386,
2026-08-25T13:24:55+00:00,NVIDIA H200,143771,6569,82,44,54,541.67,76293,2666,73627,1.22,9386,
2026-08-25T13:25:26+00:00,NVIDIA H200,143771,6569,77,42,54,538.28,76293,2664,73629,1.13,9386,
2026-08-25T13:25:56+00:00,NVIDIA H200,143771,6569,80,43,54,545.62,76293,2664,73629,1.08,9386,
2026-08-25T13:26:26+00:00,NVIDIA H200,143771,6569,81,44,54,526.93,76293,2665,73628,1.05,9386,
2026-08-25T13:26:56+00:00,NVIDIA H200,143771,6569,80,44,54,535.14,76293,2665,73628,1.03,9386,
2026-08-25T13:27:26+00:00,NVIDIA H200,143771,6569,78,43,54,524.71,76293,2665,73628,1.10,9386,
2026-08-25T13:27:56+00:00,NVIDIA H200,143771,6569,79,43,55,521.79,76293,2666,73627,1.06,9386,
2026-08-25T13:28:26+00:00,NVIDIA H200,143771,6569,82,45,56,538.95,76293,2667,73626,1.03,9386,
2026-08-25T13:28:56+00:00,NVIDIA H200,143771,6569,81,44,56,542.87,76293,2667,73626,1.02,9386,
2026-08-25T13:29:27+00:00,NVIDIA H200,143771,6569,82,45,57,534.11,76293,2667,73626,1.06,9386,
2026-08-25T13:29:57+00:00,NVIDIA H200,143771,6569,80,43,55,536.51,76293,2666,73627,1.04,9386,
2026-08-25T13:30:27+00:00,NVIDIA H200,143771,6569,79,43,52,534.01,76293,2669,73624,0.94,9386,
2026-08-25T13:30:57+00:00,NVIDIA H200,143771,6989,77,42,51,543.11,76293,2683,73610,0.97,9386,
2026-08-25T13:31:27+00:00,NVIDIA H200,143771,6989,79,43,51,527.52,76293,2684,73608,0.98,9386,
2026-08-25T13:31:57+00:00,NVIDIA H200,143771,6989,81,44,50,535.32,76293,2685,73608,0.99,9386,
2026-08-25T13:32:27+00:00,NVIDIA H200,143771,6989,73,40,50,533.61,76293,2685,73608,0.99,9386,
2026-08-25T13:32:57+00:00,NVIDIA H200,143771,6989,83,45,50,529.58,76293,2686,73607,1.00,9386,
2026-08-25T13:33:28+00:00,NVIDIA H200,143771,6989,77,42,48,533.39,76293,2685,73608,1.07,9386,
2026-08-25T13:33:58+00:00,NVIDIA H200,143771,6989,80,44,50,545.04,76293,2687,73606,0.99,9386,
2026-08-25T13:34:28+00:00,NVIDIA H200,143771,6989,79,43,52,530.40,76293,2687,73606,0.99,9386,
2026-08-25T13:34:58+00:00,NVIDIA H200,143771,6989,79,43,53,540.26,76293,2686,73607,1.06,9386,
2026-08-25T13:35:28+00:00,NVIDIA H200,143771,6989,80,44,54,532.98,76293,2686,73607,1.04,9386,
2026-08-25T13:35:58+00:00,NVIDIA H200,143771,6989,79,43,54,517.18,76293,2689,73604,1.18,9386,
2026-08-25T13:36:28+00:00,NVIDIA H200,143771,6989,76,41,55,519.67,76293,2688,73604,1.11,9386,
2026-08-25T13:36:58+00:00,NVIDIA H200,143771,6989,76,41,55,530.91,76293,2688,73605,1.06,9386,
2026-08-25T13:37:29+00:00,NVIDIA H200,143771,6989,77,42,54,538.60,76293,2689,73604,1.04,9386,
2026-08-25T13:37:59+00:00,NVIDIA H200,143771,6989,82,45,56,541.02,76293,2689,73604,1.02,9386,
2026-08-25T13:38:29+00:00,NVIDIA H200,143771,6989,79,43,56,538.89,76293,2689,73604,1.01,9386,
2026-08-25T13:38:59+00:00,NVIDIA H200,143771,3549,0,0,41,122.35,76293,4230,72062,10.77,9386,
2026-08-25T13:39:29+00:00,NVIDIA H200,143771,3549,0,0,38,120.49,76293,4284,72009,19.14,9386,
2026-08-25T13:39:59+00:00,NVIDIA H200,143771,3549,0,0,37,119.82,76293,4238,72055,24.26,9386,
2026-08-25T13:40:29+00:00,NVIDIA H200,143771,3549,0,0,36,119.29,76293,4260,72033,27.31,9386,
2026-08-25T13:40:59+00:00,NVIDIA H200,143771,905,10,0,35,132.37,76293,4523,71770,23.37,9386,
2026-08-25T13:41:29+00:00,NVIDIA H200,143771,905,10,0,35,132.25,76293,4523,71770,14.55,9386,
2026-08-25T13:42:00+00:00,NVIDIA H200,143771,889,10,0,35,132.09,76293,4525,71768,9.27,9386,
2026-08-25T13:42:30+00:00,NVIDIA H200,143771,889,10,0,35,132.94,76293,4526,71767,6.02,9386,
2026-08-25T13:43:00+00:00,NVIDIA H200,143771,889,10,0,35,134.57,76293,4526,71767,4.11,9386,
2026-08-25T13:43:30+00:00,NVIDIA H200,143771,889,10,0,35,131.68,76293,4525,71768,2.88,9386,
2026-08-25T13:44:00+00:00,NVIDIA H200,143771,889,10,0,35,132.40,76293,4533,71760,2.19,9386,
2026-08-25T13:44:30+00:00,NVIDIA H200,143771,889,10,0,36,133.60,76293,4534,71759,1.72,9386,
2026-08-25T13:45:00+00:00,NVIDIA H200,143771,889,0,0,35,118.76,76293,4319,71974,6.20,9386,
2026-08-25T13:45:30+00:00,NVIDIA H200,143771,889,0,0,35,118.42,76293,4290,72003,16.45,9386,
2026-08-25T13:46:00+00:00,NVIDIA H200,143771,889,0,0,34,118.12,76293,4366,71927,22.58,9386,
2026-08-25T13:46:31+00:00,NVIDIA H200,143771,889,0,0,33,117.90,76293,4366,71927,26.29,9386,
2026-08-25T13:47:01+00:00,NVIDIA H200,143771,1229,10,1,34,136.38,76293,4125,72168,19.66,9386,
2026-08-25T13:47:31+00:00,NVIDIA H200,143771,1229,10,1,34,136.60,76293,4126,72167,12.31,9386,
2026-08-25T13:48:01+00:00,NVIDIA H200,143771,1229,11,1,33,135.50,76293,4126,72167,7.85,9386,
2026-08-25T13:48:31+00:00,NVIDIA H200,143771,1229,12,1,33,136.23,76293,4125,72168,5.15,9386,
2026-08-25T13:49:01+00:00,NVIDIA H200,143771,1309,10,1,33,132.74,76293,4126,72167,3.51,9386,
2026-08-25T13:49:31+00:00,NVIDIA H200,143771,1309,10,1,33,134.27,76293,4126,72167,2.60,9386,
2026-08-25T13:50:01+00:00,NVIDIA H200,143771,1309,11,1,34,135.48,76293,4126,72167,1.97,9386,
2026-08-25T13:50:31+00:00,NVIDIA H200,143771,1309,10,1,34,135.71,76293,4126,72167,1.69,9386,
2026-08-25T13:51:02+00:00,NVIDIA H200,143771,1311,11,1,35,137.19,76293,4126,72167,1.42,9386,
2026-08-25T13:51:32+00:00,NVIDIA H200,143771,1311,11,1,35,138.16,76293,4126,72167,1.25,9386,
2026-08-25T13:52:02+00:00,NVIDIA H200,143771,1311,12,1,35,135.85,76293,2405,73888,1.15,9386,
2026-08-25T13:52:32+00:00,NVIDIA H200,143771,1311,12,1,35,134.66,76293,2406,73887,1.09,9386,
2026-08-25T13:53:02+00:00,NVIDIA H200,143771,1313,10,1,35,134.91,76293,2407,73886,1.05,9386,
2026-08-25T13:53:32+00:00,NVIDIA H200,143771,1313,11,1,35,135.74,76293,2405,73888,1.03,9386,
2026-08-25T13:54:02+00:00,NVIDIA H200,143771,1313,11,1,35,136.60,76293,2405,73888,1.09,9386,
2026-08-25T13:54:32+00:00,NVIDIA H200,143771,1313,10,1,35,134.99,76293,2405,73888,1.06,9386,
2026-08-25T13:55:03+00:00,NVIDIA H200,143771,1315,11,1,35,137.65,76293,2405,73888,0.96,9386,
2026-08-25T13:55:33+00:00,NVIDIA H200,143771,1315,11,1,35,135.26,76293,2406,73887,0.91,9386,
2026-08-25T13:56:03+00:00,NVIDIA H200,143771,1315,11,1,36,135.16,76293,2405,73888,0.95,9386,
2026-08-25T13:56:33+00:00,NVIDIA H200,143771,1315,11,1,36,136.31,76293,2404,73889,0.97,9386,
2026-08-25T13:57:03+00:00,NVIDIA H200,143771,1315,24,1,35,137.27,76293,2389,73904,0.98,9386,
2026-08-25T13:57:33+00:00,NVIDIA H200,143771,913,24,1,34,138.17,76293,2389,73904,0.99,9386,
2026-08-25T13:58:03+00:00,NVIDIA H200,143771,913,25,1,33,136.57,76293,2388,73905,1.06,9386,
2026-08-25T13:58:33+00:00,NVIDIA H200,143771,913,24,1,31,137.84,76293,2389,73904,1.03,9386,
2026-08-25T13:59:04+00:00,NVIDIA H200,143771,913,24,1,30,137.31,76293,2389,73904,1.02,9386,
2026-08-25T13:59:34+00:00,NVIDIA H200,143771,913,24,1,29,136.72,76293,2391,73902,1.01,9386,
2026-08-25T14:00:04+00:00,NVIDIA H200,143771,5291,73,39,45,484.32,76293,2367,73925,1.08,9386,
2026-08-25T14:00:34+00:00,NVIDIA H200,143771,5291,88,48,50,570.17,76293,2367,73926,1.05,9386,
2026-08-25T14:01:04+00:00,NVIDIA H200,143771,5291,80,43,50,523.05,76293,2367,73925,1.09,9386,
2026-08-25T14:01:34+00:00,NVIDIA H200,143771,5291,74,40,50,499.83,76293,2367,73926,1.05,9386,
2026-08-25T14:02:04+00:00,NVIDIA H200,143771,5291,73,40,51,506.32,76293,2367,73926,1.03,9386,
2026-08-25T14:02:34+00:00,NVIDIA H200,143771,5291,78,42,53,527.41,76293,2367,73926,1.08,9386,
2026-08-25T14:03:05+00:00,NVIDIA H200,143771,5291,78,42,53,534.26,76293,2368,73925,1.05,9386,
2026-08-25T14:03:35+00:00,NVIDIA H200,143771,5291,79,43,53,530.64,76293,2367,73926,1.10,9386,
2026-08-25T14:04:05+00:00,NVIDIA H200,143771,5291,82,45,54,544.93,76293,2367,73926,1.06,9386,
2026-08-25T14:04:35+00:00,NVIDIA H200,143771,5735,82,45,54,538.09,76293,2369,73924,1.03,9386,
2026-08-25T14:05:05+00:00,NVIDIA H200,143771,5735,81,44,55,546.31,76293,2367,73925,1.02,9386,
2026-08-25T14:05:35+00:00,NVIDIA H200,143771,5735,81,44,55,558.61,76293,2367,73926,1.01,9386,
2026-08-25T14:06:05+00:00,NVIDIA H200,143771,5735,78,42,55,533.97,76293,2367,73926,1.00,9386,
2026-08-25T14:06:35+00:00,NVIDIA H200,143771,5735,81,44,55,544.57,76293,2367,73926,1.08,9386,
2026-08-25T14:07:06+00:00,NVIDIA H200,143771,5735,84,46,56,539.58,76293,2368,73925,1.04,9386,
2026-08-25T14:07:36+00:00,NVIDIA H200,143771,5735,81,44,57,546.30,76293,2368,73925,1.03,9386,
2026-08-25T14:08:06+00:00,NVIDIA H200,143771,5735,83,45,56,542.57,76293,2372,73921,1.01,9386,
2026-08-25T14:08:36+00:00,NVIDIA H200,143771,6155,83,45,55,536.28,76293,2373,73920,1.01,9386,
2026-08-25T14:09:06+00:00,NVIDIA H200,143771,6155,83,45,56,555.26,76293,2371,73922,0.93,9386,
2026-08-25T14:09:36+00:00,NVIDIA H200,143771,6155,80,43,56,535.11,76293,2370,73923,1.01,9386,
2026-08-25T14:10:06+00:00,NVIDIA H200,143771,6155,81,44,56,553.53,76293,2369,73924,1.00,9386,
2026-08-25T14:10:36+00:00,NVIDIA H200,143771,6155,83,45,56,549.75,76293,2368,73925,1.00,9386,
2026-08-25T14:11:07+00:00,NVIDIA H200,143771,6155,83,45,55,547.76,76293,2368,73925,1.00,9386,
2026-08-25T14:11:37+00:00,NVIDIA H200,143771,6155,83,45,55,553.93,76293,2368,73925,1.00,9386,
2026-08-25T14:12:07+00:00,NVIDIA H200,143771,6155,79,43,55,550.58,76293,2369,73924,1.00,9386,
2026-08-25T14:12:37+00:00,NVIDIA H200,143771,6155,80,43,56,548.85,76293,2370,73923,1.00,9386,
2026-08-25T14:13:07+00:00,NVIDIA H200,143771,6575,81,44,56,560.90,76293,2368,73925,1.13,9386,
2026-08-25T14:13:37+00:00,NVIDIA H200,143771,6575,81,44,56,545.25,76293,2369,73924,1.08,9386,
2026-08-25T14:14:07+00:00,NVIDIA H200,143771,6575,78,42,57,543.24,76293,2369,73924,1.05,9386,
2026-08-25T14:14:37+00:00,NVIDIA H200,143771,6575,78,42,57,541.93,76293,2370,73923,1.09,9386,
2026-08-25T14:15:08+00:00,NVIDIA H200,143771,6575,78,42,57,551.28,76293,2369,73924,1.00,9386,
2026-08-25T14:15:38+00:00,NVIDIA H200,143771,6575,80,44,56,542.70,76293,2369,73924,1.00,9386,
2026-08-25T14:16:08+00:00,NVIDIA H200,143771,6575,77,41,54,556.85,76293,2369,73923,1.00,9386,
2026-08-25T14:16:38+00:00,NVIDIA H200,143771,6575,78,42,53,538.73,76293,2370,73923,1.08,9386,
2026-08-25T14:17:08+00:00,NVIDIA H200,143771,6575,83,45,53,534.45,76293,2369,73924,1.05,9386,
2026-08-25T14:17:38+00:00,NVIDIA H200,143771,6995,84,45,52,516.58,76293,2369,73924,1.03,9386,
2026-08-25T14:18:08+00:00,NVIDIA H200,143771,6995,79,43,52,521.47,76293,2369,73924,1.08,9386,
2026-08-25T14:18:38+00:00,NVIDIA H200,143771,6995,80,43,52,539.66,76293,2370,73923,1.05,9386,
2026-08-25T14:19:09+00:00,NVIDIA H200,143771,6995,79,43,52,531.17,76293,2370,73923,1.03,9386,
2026-08-25T14:19:39+00:00,NVIDIA H200,143771,6995,83,45,54,546.45,76293,2370,73923,1.02,9386,
2026-08-25T14:20:09+00:00,NVIDIA H200,143771,6995,82,45,55,543.50,76293,2371,73922,1.01,9386,
2026-08-25T14:20:39+00:00,NVIDIA H200,143771,6995,83,45,55,539.57,76293,2371,73922,1.00,9386,
2026-08-25T14:21:09+00:00,NVIDIA H200,143771,6995,78,43,55,541.63,76293,2372,73921,1.08,9386,
2026-08-25T14:21:39+00:00,NVIDIA H200,143771,6995,0,0,46,210.58,76293,2538,73755,3.53,9386,
2026-08-25T14:22:09+00:00,NVIDIA H200,143771,6995,0,0,39,120.64,76293,4070,72222,14.75,9386,
2026-08-25T14:22:39+00:00,NVIDIA H200,143771,6995,10,0,37,134.46,76293,4124,72168,17.95,9386,
2026-08-25T14:23:09+00:00,NVIDIA H200,143771,919,10,0,36,133.01,76293,4124,72169,11.39,9386,
2026-08-25T14:23:40+00:00,NVIDIA H200,143771,919,10,0,36,133.19,76293,4125,72168,7.16,9386,
2026-08-25T14:24:10+00:00,NVIDIA H200,143771,919,10,0,35,131.35,76293,4123,72169,4.67,9386,
2026-08-25T14:24:40+00:00,NVIDIA H200,143771,919,10,0,36,134.24,76293,4123,72169,3.23,9386,
2026-08-25T14:25:10+00:00,NVIDIA H200,143771,919,0,0,35,118.70,76293,4094,72199,11.15,9386,
2026-08-25T14:25:40+00:00,NVIDIA H200,143771,1235,11,1,36,136.15,76293,3946,72347,14.60,9386,
2026-08-25T14:26:10+00:00,NVIDIA H200,143771,1315,12,1,36,137.00,76293,3945,72348,9.24,9386,
2026-08-25T14:26:40+00:00,NVIDIA H200,143771,1315,12,1,36,137.41,76293,3945,72348,5.99,9386,
2026-08-25T14:27:10+00:00,NVIDIA H200,143771,1315,12,1,34,136.75,76293,3944,72349,4.02,9386,
2026-08-25T14:27:41+00:00,NVIDIA H200,143771,1315,11,1,33,137.35,76293,3945,72348,2.83,9386,
2026-08-25T14:28:11+00:00,NVIDIA H200,143771,1315,11,1,31,133.23,76293,3948,72345,2.11,9386,
2026-08-25T14:28:41+00:00,NVIDIA H200,143771,1315,12,1,30,137.69,76293,3948,72345,1.67,9386,
2026-08-25T14:29:11+00:00,NVIDIA H200,143771,913,22,1,29,134.65,76293,3948,72345,1.41,9386,
2026-08-25T14:29:41+00:00,NVIDIA H200,143771,913,25,1,28,136.28,76293,3948,72345,1.24,9386,
2026-08-25T14:30:11+00:00,NVIDIA H200,143771,5289,80,44,45,530.80,76293,3971,72322,1.69,9386,
2026-08-25T14:30:41+00:00,NVIDIA H200,143771,5289,80,43,49,540.14,76293,2250,74042,1.42,9386,
2026-08-25T14:31:11+00:00,NVIDIA H200,143771,5289,80,43,51,519.29,76293,2251,74042,1.38,9386,
2026-08-25T14:31:42+00:00,NVIDIA H200,143771,5755,77,42,51,519.89,76293,2251,74042,1.23,9386,
2026-08-25T14:32:12+00:00,NVIDIA H200,143771,5755,81,44,53,534.53,76293,2250,74042,1.14,9386,
2026-08-25T14:32:42+00:00,NVIDIA H200,143771,5755,71,38,52,507.43,76293,2251,74042,1.14,9386,
2026-08-25T14:33:12+00:00,NVIDIA H200,143771,6199,79,43,52,534.68,76293,2252,74041,1.08,9386,
2026-08-25T14:33:42+00:00,NVIDIA H200,143771,6199,80,44,54,544.63,76293,2251,74042,1.17,9386,
2026-08-25T14:34:12+00:00,NVIDIA H200,143771,6565,82,45,54,551.67,76293,2251,74042,1.10,9386,
