timestamp_utc,gpu_name,gpu_memory_total_mib,gpu_memory_used_mib,gpu_utilization_pct,gpu_memory_utilization_pct,gpu_temperature_c,gpu_power_w,ram_total_mib,ram_used_mib,ram_available_mib,load_1m,disk_available_gib
2026-08-28T05:36:44+00:00,NVIDIA H200 NVL,143771,0,0,0,30,72.52,2063872,51330,1626728,1.73,691
2026-08-28T05:37:14+00:00,NVIDIA H200 NVL,143771,0,0,0,30,72.55,2063872,51124,1626931,5.51,691
2026-08-28T05:37:44+00:00,NVIDIA H200 NVL,143771,0,0,0,30,72.53,2063872,51157,1626898,4.70,691
2026-08-28T05:38:14+00:00,NVIDIA H200 NVL,143771,0,0,0,30,72.55,2063872,51270,1626785,15.52,691
2026-08-28T05:38:45+00:00,NVIDIA H200 NVL,143771,0,0,0,30,72.58,2063872,51429,1626626,31.29,691
2026-08-28T05:39:15+00:00,NVIDIA H200 NVL,143771,1241,20,2,33,119.20,2063872,52968,1624830,26.66,691
2026-08-28T05:39:45+00:00,NVIDIA H200 NVL,143771,1241,18,2,34,117.50,2063872,52760,1625037,16.55,691
2026-08-28T05:40:15+00:00,NVIDIA H200 NVL,143771,1243,13,1,34,116.73,2063872,52879,1624915,10.69,691
2026-08-28T05:40:45+00:00,NVIDIA H200 NVL,143771,1245,12,1,34,120.65,2063872,52722,1625074,6.87,691
2026-08-28T05:41:15+00:00,NVIDIA H200 NVL,143771,1245,14,2,35,115.01,2063872,52702,1625093,4.67,691
2026-08-28T05:41:45+00:00,NVIDIA H200 NVL,143771,1249,13,1,35,117.16,2063872,52747,1625048,3.28,691
2026-08-28T05:42:15+00:00,NVIDIA H200 NVL,143771,1249,15,2,35,117.64,2063872,52754,1625042,2.52,691
2026-08-28T05:42:45+00:00,NVIDIA H200 NVL,143771,1331,13,1,35,115.17,2063872,52720,1625075,1.92,691
2026-08-28T05:43:15+00:00,NVIDIA H200 NVL,143771,1331,18,2,35,117.71,2063872,52723,1625072,1.62,691
2026-08-28T05:43:45+00:00,NVIDIA H200 NVL,143771,1331,12,1,35,116.08,2063872,52706,1625090,1.38,691
2026-08-28T05:44:15+00:00,NVIDIA H200 NVL,143771,1331,15,2,35,117.60,2063872,52778,1625016,1.28,691
2026-08-28T05:44:45+00:00,NVIDIA H200 NVL,143771,1331,13,1,35,113.50,2063872,52644,1625159,8.61,691
2026-08-28T05:45:15+00:00,NVIDIA H200 NVL,143771,907,44,1,35,125.32,2063872,53198,1624605,11.68,691
2026-08-28T05:45:45+00:00,NVIDIA H200 NVL,143771,907,35,1,35,124.68,2063872,53059,1624743,7.47,691
2026-08-28T05:46:16+00:00,NVIDIA H200 NVL,143771,907,44,1,36,126.33,2063872,53057,1624745,4.98,691
2026-08-28T05:46:46+00:00,NVIDIA H200 NVL,143771,907,44,1,36,127.07,2063872,53070,1624732,3.41,691
2026-08-28T05:47:16+00:00,NVIDIA H200 NVL,143771,889,0,0,34,98.57,2063872,52972,1624830,2.46,691
2026-08-28T05:47:46+00:00,NVIDIA H200 NVL,143771,889,0,0,33,98.11,2063872,52816,1624985,7.32,691
2026-08-28T05:48:16+00:00,NVIDIA H200 NVL,143771,889,0,0,33,97.81,2063872,52808,1624993,5.00,691
2026-08-28T05:48:46+00:00,NVIDIA H200 NVL,143771,889,0,0,33,97.66,2063872,52808,1624994,3.79,691
2026-08-28T05:49:16+00:00,NVIDIA H200 NVL,143771,889,0,0,33,97.62,2063872,52812,1624989,2.76,691
2026-08-28T05:49:46+00:00,NVIDIA H200 NVL,143771,889,19,0,34,115.15,2063872,53450,1624351,2.14,691
2026-08-28T05:50:16+00:00,NVIDIA H200 NVL,143771,891,20,0,34,116.89,2063872,53155,1624643,2.13,691
2026-08-28T05:50:46+00:00,NVIDIA H200 NVL,143771,889,0,0,33,98.15,2063872,52961,1624839,1.68,691
2026-08-28T05:51:16+00:00,NVIDIA H200 NVL,143771,889,0,0,33,97.86,2063872,52738,1625062,1.41,691
